;Entity A;Entity B;Label
7462;8289;C3494522;0
4237;5624;C1861172;1
2137;2592;C0009402;0
438;114548;C0149925;0
5848;8878;C4310693;1
957;1621;C0376358;0
2481;2811;C2239176;0
302;1075;C0346402;0
383;1123;C1961102;0
484;596;C0024306;1
1667;2064;C1708349;1
1891;23395;C0011860;0
1544;1956;C0001973;1
7838;894;C0345967;0
5211;56603;C0020480;0
3094;3586;C2936913;0
7790;90411;C4551981;1
4513;6121;C0035334;1
5941;9319;C2239176;1
3827;5092;C0152013;1
2102;2562;C0345905;0
155;103;C0342482;0
2779;3199;C0268374;0
3126;36;C0751362;0
1256;1577;C0085580;1
442;1146;C0023467;0
7091;55129;C0752122;1
2327;2896;C0338451;1
916;1137;C0004352;1
7425;8216;C0339573;0
6198;10273;C0752120;1
2759;3162;C0024141;0
2255;2778;C0028754;1
3513;4089;C1862264;0
1464;1815;C0036341;1
3691;4867;C4551559;1
5541;590;C0152426;0
130;1027;C1848213;0
20;25;C0345904;1
7643;84892;C0009324;0
2336;2902;C0001973;1
2389;3043;C0002312;1
615;1303;C2750850;0
6291;10594;C0038454;1
1007;1285;C1567742;1
2152;25942;C0036069;0
1966;2296;C0339573;1
3043;3557;C0235974;0
1231;1545;C0009402;1
7384;81622;C0004779;0
7431;8220;C4721532;0
4449;51715;C0276496;0
43;60;C0009363;1
1097;1804;C0008924;0
7170;55717;C0036341;1
6348;675;C0004352;0
4528;6155;C4479424;1
4578;5290;C0700053;0
24;34;C0028754;1
171;213;C0038454;1
2007;240;C1843140;0
985;1649;C1708349;0
5318;7157;C3553606;1
4791;6595;C0265338;1
6916;7381;C2700553;0
3415;3952;C0546264;0
7833;8929;C1849385;0
8092;341640;C1855425;1
6931;51715;C3179349;1
7059;54903;C0028754;1
1013;1719;C0023473;0
3429;4609;C0009402;1
944;1605;C0152013;0
5241;7124;C0079218;1
3319;4359;C0270911;1
2225;2737;C0220697;1
7358;58508;C0279626;1
4348;5824;C3554002;1
7543;841;C0014522;0
4040;4790;C3501848;0
114;1026;C1850671;0
7251;79848;C0376358;0
6812;30061;C0345904;1
3089;4026;C0087031;1
2271;2672;C0023487;0
6246;10413;C0027819;1
7890;91147;C0028754;0
532;650;C0265535;1
6638;7056;C0009363;0
1635;2188;C0268248;0
5121;5594;C0009324;0
321;368;C0009402;1
5773;8573;C0796250;1
5123;55967;C0268374;0
6489;23111;C0279628;1
7839;894;C1876165;0
4433;5160;C0152423;0
7282;8013;C0039445;0
6479;6926;C0276496;0
7509;79143;C4310673;1
3444;3990;C0752121;0
8067;9711;C0040028;0
793;147912;C0751161;0
3959;5274;C0036341;1
7944;146059;C0271934;1
4467;51741;C3463824;0
5272;57231;C0024117;0
2453;2779;C0010417;0
8127;375298;C0035334;1
8179;999;C0026654;0
4934;551;C0175695;0
4675;6399;C0013366;1
4167;5538;C2931673;1
7688;8572;C0020074;0
6493;23152;C0752120;1
7579;8443;C0036391;0
4612;6323;C3463992;1
3287;3796;C1961102;0
6838;727897;C1853099;0
2330;2898;C0007131;1
2622;3458;C1860707;1
4383;51473;C3809434;0
2805;3242;C0019202;0
6994;7476;C0029459;0
3685;4313;C1721007;0
5557;5915;C0036920;0
5708;8312;C0476089;1
3238;4297;C0406587;1
6882;7337;C0011854;0
3420;3953;C0009324;0
4903;54970;C1140680;0
7578;79813;C0025149;1
2375;2969;C0175702;1
2355;2911;C0752125;1
263;10681;C3495427;0
6386;6785;C1842836;0
5616;8028;C0279702;1
7992;168667;C2239176;1
1944;23479;C0001973;0
133;196;C0028754;1
7912;916;C0751396;0
7858;118429;C0029459;1
5808;627;C0028768;0
4552;6231;C1260899;1
4511;6103;C1844776;1
3800;5058;C0006142;1
7627;8481;C2239176;0
7273;57192;C0033788;1
427;580;C0346153;1
5721;8314;C0206698;1
4283;50939;C1858080;0
4140;5468;C0345904;1
1862;2200;C0162872;1
4023;477;C0023467;0
7149;55651;C0265965;1
2641;30061;C0221406;0
1793;23043;C4479603;0
323;10891;C0206743;0
1836;23171;C0025237;0
4266;5664;C0002395;1
112;182;C0006142;1
7680;857;C0152423;0
2477;3161;C2239176;1
8052;9636;C1848172;0
2966;3480;C4015050;0
5079;7015;C0007131;1
4105;4854;C1510586;0
3891;4625;C0036341;0
7622;80184;C2673874;1
7234;56729;C0011860;1
7588;845;C4225309;0
1388;1758;C4551495;1
6690;26227;C0007131;1
7924;140628;C4707243;1
2330;27030;C0023264;0
5507;7474;C4721952;1
1675;2066;C0006142;1
7960;148789;C4284790;1
3880;5162;C0034345;1
6453;22909;C2936783;1
7938;146057;C0752121;1
2033;242;C0037769;0
4292;5096;C0027708;0
1280;1605;C0376358;1
2684;3077;C1720958;0
3198;3710;C0796117;0
5247;7124;C1862939;1
6549;7018;C0032914;0
1876;23345;C1846175;0
4418;5158;C0030044;0
2337;2903;C0001973;1
5972;9464;C0039685;1
2197;2707;C1851480;1
3791;4524;C3489725;0
7374;8148;C0345904;0
3158;4143;C0011860;1
6682;26154;C3543867;1
1380;2056;C4551902;0
6945;7428;C3714506;0
6695;7132;C0241908;0
7847;115948;C4015016;1
4361;5130;C0221757;0
6094;6528;C0543859;0
787;1475;C4551851;0
504;121340;C0009447;0
7942;146057;C0752125;1
7230;79791;C1449842;0
2195;2706;C1844678;1
1602;217;C0268393;0
3958;5271;C4310710;1
2503;3198;C0004352;1
7028;54809;C0376358;1
7371;59341;C0205713;1
6013;9681;C2239176;1
1348;2033;C1858516;0
2014;240;C4722330;0
1388;2056;C1708349;0
6315;672;C0036920;0
2763;3162;C0024305;0
749;145173;C0009402;0
280;345;C1704417;1
5568;7545;C4551902;1
6229;6647;C0271979;0
6508;23193;C0887850;1
7570;79791;C4014864;1
6179;6595;C3551954;0
5936;9254;C0393584;1
2097;2561;C0006142;0
7832;95681;C3280897;1
6373;10939;C0752123;1
6657;7099;C0038325;0
2509;3236;C0007959;1
7131;55505;C1846142;1
6801;29968;C0007131;1
1510;2109;C0026654;0
2740;3569;C0279702;1
538;127534;C0003873;0
3508;4072;C0027819;0
718;847;C0011860;1
1958;2274;C0023467;1
4182;5573;C2931787;1
98;154;C0004352;1
7320;80326;C0345967;0
2458;3123;C0004352;1
1949;23509;C0012236;0
6225;6638;C0152013;0
5741;6134;C0036341;0
6867;51098;C3179349;1
8163;653361;C0024141;1
859;1027;C2239176;1
4909;5498;C0752124;0
602;675;C2675522;1
2858;3350;C0023473;0
6479;23064;C0007959;1
6847;7280;C4552070;0
1825;2176;C0015625;1
2935;3815;C0345967;1
4939;55129;C0270724;0
1838;2182;C0152013;1
560;1281;C1842937;0
7402;81839;C3837958;0
5727;6092;C1836373;0
2201;2717;C0948008;1
7430;8220;C0345967;0
5560;7518;C2936783;1
6785;7170;C0012236;0
1305;1636;C0002395;1
1839;23171;C2239176;0
1222;1908;C0026010;0
6650;25974;C1449563;1
2634;29980;C1708349;0
2176;26047;C0238198;0
6983;7474;C0752123;0
5562;5921;C0265219;0
102;154;C1708349;1
6569;7037;C0019569;0
6226;6638;C0022340;0
3933;4695;C0087031;0
1627;2188;C0376358;0
8172;998;C0043346;0
1039;1299;C2020284;1
6727;27031;C0085548;1
6857;51083;C0001973;1
6429;11322;C4722564;1
1948;2263;C1860042;1
905;1557;C0948008;0
4922;6772;C2239176;1
610;701;C2239176;1
6193;6597;C0546264;0
4024;477;C1708349;0
2969;3848;C2931123;1
5896;9094;C0035334;1
6264;10491;C0023931;1
3199;3710;C1268935;0
1731;22808;C0752124;0
7562;79731;C1850600;1
6210;10293;C3808988;1
2047;2492;C0004352;0
6774;28962;C1968603;1
2066;2554;C0001973;1
6753;716;C0009402;0
2843;3691;C0079295;1
7352;8085;C3150968;0
1622;2048;C1863600;1
8105;9775;C0007131;0
6452;6886;C0003873;0
4264;5080;C1336708;0
7195;55800;C1142166;1
2961;348;C4693824;0
3553;4724;C1850597;1
7979;158326;C1609433;1
5901;9126;C1802395;1
1911;2260;C0006142;1
3348;4487;C1708349;1
4744;6529;C0002736;1
7738;84529;C1306589;1
3754;4952;C2713392;1
4684;5376;C0699791;0
5713;8313;C2239176;1
5563;7531;C0036341;1
7892;9126;C1846707;0
6046;9759;C3203102;1
1010;1287;C0241908;1
5403;5781;C0019202;0
6004;6448;C0079301;0
4569;6261;C2674259;1
2520;2876;C1850600;0
3162;3667;C1708349;0
7136;55572;C1850598;1
3606;4780;C1168401;1
1929;23474;C0007131;0
7059;760;C0010278;0
6007;9657;C1836517;1
5035;6927;C0011860;1
2218;26277;C2239176;0
5362;7248;C0041341;1
2786;3236;C0349639;0
4018;5321;C0543859;1
4284;5728;C0036920;1
1590;2006;C0026654;1
7217;55967;C4748799;1
4708;540;C1961102;0
2926;3798;C4310658;1
5003;55572;C0023467;0
7051;54894;C4722327;1
736;1436;C4721541;0
5425;7372;C0002875;1
1559;2146;C0007131;0
7545;79722;C0003873;1
782;916;C0003873;1
4156;5518;C1708349;1
2237;26585;C1419614;0
2286;2673;C0019202;0
8148;440193;C0752122;1
1666;2243;C0001973;0
7326;57609;C1969893;1
5509;7476;C1862939;1
7969;152816;C3553830;1
1047;1759;C0376358;0
3836;4594;C1140680;0
3078;3569;C0265965;0
851;1508;C1970506;0
5484;585;C0751036;0
6229;10371;C0036341;1
5747;6160;C0028754;0
4542;525;C1876185;0
4352;51227;C0025149;0
3487;4653;C0339573;1
5574;5925;C0221054;0
5850;8893;C0152013;1
7050;54894;C4310714;1
4724;54209;C0376358;0
437;582;C0035334;1
5235;7124;C0019202;1
6537;7015;C3463824;0
3224;374654;C4551772;0
1499;2108;C1621958;0
409;11315;C0035334;0
1991;2316;C0432272;1
2009;240;C2931875;0
6296;10644;C0036341;1
3517;4695;C4748770;1
1204;1501;C1621958;1
1140;1829;C4041558;0
6693;7128;C0796279;0
6645;25942;C1531647;1
2683;3553;C0001973;1
6745;7157;C0028754;0
3736;440435;C1510586;0
2875;339829;C0279702;0
7039;54880;C0029463;1
7941;146057;C0752124;1
4784;54463;C1510586;0
2598;2911;C2936739;0
7566;84295;C0024796;0
7574;79796;C4551631;1
7093;55129;C0752124;1
7404;60528;C1838979;1
4570;6261;C4551952;1
2311;27019;C3489725;0
30;53;C0268410;1
2753;3162;C0345905;0
5426;7372;C0002895;1
3535;412;C1862939;0
3317;4358;C1850407;1
500;604;C0024306;1
7480;8314;C0085131;0
1037;1298;C3280342;1
809;148789;C1868675;0
8097;343641;C0752122;1
7894;9129;C0752124;0
7210;55906;C1839735;1
7344;57817;C0271979;1
4091;4853;C3550234;0
7892;128637;C3810265;1
7741;84634;C1708349;1
7824;93233;C3540844;1
7099;55159;C1336708;1
8079;9723;C0152013;0
4648;5328;C2931011;0
2642;3480;C0002395;1
4935;55112;C0028754;0
523;641;C0265219;1
3373;4524;C0079770;1
4626;5317;C0029456;0
1383;1758;C1856738;1
4830;6622;C0268250;1
2224;2629;C0087031;0
4816;6605;C3281201;1
4778;6584;C0010346;1
3507;4072;C4748014;0
308;10771;C0010417;0
6047;9759;C3714844;1
7205;79728;C0003873;0
6883;7337;C0268251;0
5413;579;C4551623;0
1431;1789;C1708349;1
978;1641;C0376358;0
1959;2290;C0796147;1
7677;83538;C4310721;1
3860;5156;C0080178;1
2410;274;C0152423;0
5039;5573;C0006142;0
1613;2178;C1848030;0
763;146057;C0036341;0
6234;10395;C1708349;1
5389;7280;C0023467;1
7238;56910;C1842852;1
6770;7169;C0206698;0
6707;26585;C0009402;1
468;1180;C3203102;0
5314;7157;C2239176;1
2261;2778;C1504412;1
176;217;C0009402;1
2783;3236;C0004352;0
6024;9711;C0752125;1
6928;7403;C0265534;0
804;1487;C1861172;0
3795;5054;C0028754;1
905;1116;C1621958;1
6042;65018;C0023264;0
4974;55270;C0023467;0
4793;6595;C3281201;1
1854;2188;C3463824;1
7872;90678;C0152426;0
3577;4193;C0265234;0
2634;3479;C0010346;1
6481;6926;C0005396;0
7381;81620;C0376358;0
7882;9096;C0279626;0
4606;6314;C0752124;1
6017;9698;C0010417;1
1869;23327;C1868675;0
357;462;C1861172;1
5437;580;C1837029;0
4855;54796;C0001973;0
8000;9409;C0002395;0
4899;6712;C0752122;1
1555;2146;C0036341;0
3387;3914;C1708349;0
7359;58508;C0345905;1
3906;4645;C0410174;0
7354;8085;C4551482;0
622;1312;C0036069;0
1625;2187;C2713537;0
6133;6567;C0035334;0
3574;4750;C0543859;1
8051;9627;C1708349;0
6963;745;C0345967;0
5433;580;C2750082;0
1818;2175;C0015625;1
3952;4714;C2239176;0
4971;6820;C0009402;1
328;10939;C0006142;0
1100;1806;C0011860;0
5151;5604;C1333991;0
994;1281;C2697932;1
970;1636;C0029459;0
2203;26227;C0041409;0
7194;79722;C0268342;0
5133;7037;C2700553;1
7430;64132;C1867450;1
1312;1636;C0268251;1
1382;2056;C2239176;0
6729;27034;C1708349;1
1138;1822;C3280586;0
2522;2876;C3280660;0
4406;5913;C1837091;1
5622;5950;C1860789;0
6056;9790;C0162361;1
4549;6229;C1260899;1
6137;657;C3203102;0
1434;1794;C4722327;1
1595;217;C0020523;0
3283;4318;C0009324;1
5758;8504;C0043459;1
5990;9533;C0152423;1
4134;488;C0024117;0
6067;65125;C2713442;0
5319;57410;C0152426;0
1867;2201;C0009402;1
3438;3981;C0279628;0
1915;23418;C0032580;0
6155;10058;C0009402;1
703;139212;C0265343;0
7261;57167;C0265264;1
1577;2153;C0025149;0
7477;8313;C0085548;0
1949;2263;C1863389;1
6929;7403;C0033300;0
6997;54567;C0006142;1
6686;7124;C0546264;0
2742;3123;C0376358;0
3507;4694;C1850597;1
30;10019;C0751291;0
6347;675;C3151461;0
5448;7401;C0035334;1
7103;783;C0751291;0
6050;65055;C0023264;0
544;1277;C0036341;0
2000;2317;C1848934;1
6357;10841;C0006413;1
3027;3553;C1275081;0
4205;501;C1563719;0
761;875;C0036341;1
5070;6949;C0152423;1
3291;4318;C1621958;1
4615;5309;C1708349;0
3246;3764;C1858028;0
6034;9731;C3553264;1
43;10021;C0087031;0
928;1588;C4551479;0
1960;2294;C0235833;1
632;735;C0345967;1
2053;2516;C1504412;0
4282;5728;C0025286;1
5561;5921;C1839071;0
5351;7204;C0023467;1
126;1027;C0152423;0
4374;5139;C0001973;0
4251;5073;C0348626;0
5461;7421;C0006142;1
6089;9915;C4014708;1
5564;5921;C0376358;0
1391;2056;C0010674;0
2520;3257;C2931875;1
386;491;C1832394;1
7507;79068;C2675914;1
5490;58508;C0152013;0
4486;6016;C0175704;1
3330;3848;C0006142;0
7813;8915;C4721444;0
7783;8820;C0276496;0
682;811;C0009402;1
1501;2108;C0007131;0
6310;10681;C0009402;1
4600;6311;C0752125;1
1240;1548;C0279626;1
48;10046;C0036341;0
6923;7403;C0206698;0
2473;3159;C0036341;1
5757;6201;C0030044;0
4367;51314;C1510586;0
3942;4704;C1861821;0
6843;7280;C3501846;0
6131;6556;C0023473;0
40;10021;C4310619;0
6447;6870;C0272170;0
617;1308;C1961102;0
6005;64682;C0020651;0
4554;5265;C0009402;0
2914;3791;C0006142;1
1885;23363;C1708349;0
17;24;C1866422;1
7003;54676;C4693848;1
2130;2653;C0751748;1
6525;7015;C0752125;0
1052;1303;C3280240;1
2915;3791;C0007131;1
319;367;C2678098;1
7485;8314;C0023467;0
3422;3953;C0015625;0
7706;861;C1834558;0
5750;6160;C0031900;0
2962;3845;C2239176;1
3921;4683;C4748014;0
6680;26154;C0020758;1
2110;2625;C0003873;1
7751;875;C0238198;0
4679;5373;C1328840;0
2525;2879;C4284790;0
3331;4437;C0376358;1
3177;4193;C0007131;1
2150;25939;C0036341;0
2888;3764;C2748542;1
3571;4744;C4310790;1
5611;594;C2239176;0
1586;2157;C0587248;0
3000;3490;C0024145;0
7993;93986;C1837873;0
5855;8912;C0019025;1
6992;54538;C0162872;1
6091;9928;C2239176;1
2270;2782;C1961102;1
2628;3476;C2239176;1
6780;7170;C0751884;0
5022;5566;C0279702;0
5055;6935;C1140680;1
1846;23193;C0036069;0
6153;10046;C2677879;1
1379;1756;C3179349;1
688;1385;C0028754;0
5172;7048;C0149931;1
8031;203286;C2751306;1
319;10806;C0002736;0
8138;9896;C2931833;0
510;123016;C0008924;0
6385;11093;C2239176;1
300;353;C0279702;1
3465;4625;C1449563;1
3467;4015;C3463824;0
6782;29089;C2239176;1
3353;4519;C0162671;1
4382;5889;C0023467;1
2050;2512;C0028754;1
7351;58484;C4551895;1
2434;3105;C0004352;1
4592;6310;C0752125;1
4571;5290;C0004352;0
225;291;C2676780;1
3471;4015;C3501843;0
815;1493;C1858991;0
7933;145258;C0152423;1
2601;3418;C0345905;1
7413;60681;C3151218;1
6030;650;C0002395;0
1073;1786;C1864040;0
5017;6904;C0037769;1
4094;4853;C1836517;0
2012;2328;C0032580;1
4740;54332;C0342853;0
1599;217;C0752125;0
6073;9839;C3501843;1
6286;10586;C0003873;1
594;1297;C0015625;0
5955;9380;C0376358;1
1899;23400;C1268935;0
1952;23509;C4552070;0
3453;4615;C0024301;1
1669;2248;C0376358;0
5743;6138;C2675066;0
5080;7015;C0023467;1
6673;7124;C0334634;0
7878;9082;C0024301;0
6320;10715;C0751779;1
2158;2672;C0752120;1
1985;23767;C0007131;0
5198;7062;C0432347;1
5083;7015;C0027819;1
7886;126328;C4748777;1
7002;7490;C2751089;0
4342;5795;C1333990;1
5249;7124;C2239176;1
3476;4629;C4707243;1
1506;1906;C0011860;1
3420;4598;C2239176;1
7420;63976;C0149931;1
5340;7170;C1834558;1
5180;7048;C4721845;1
1450;2074;C0036341;0
4062;4842;C0010278;0
4813;546;C4551602;0
223;291;C0162670;1
3695;4318;C3810278;0
7161;55690;C0028754;1
6856;7291;C3888098;0
1114;1814;C1846896;0
1108;1387;C0279626;1
1681;2067;C0684249;1
6901;51371;C0206368;1
4521;6135;C1260899;1
1438;2071;C1853205;0
4585;6299;C0152423;1
3862;4609;C0752122;0
4147;4893;C0149925;0
2124;2642;C1857451;1
1739;2108;C1856403;1
2828;3670;C0005684;1
1633;2052;C0345967;1
7772;85365;C0751884;1
903;1109;C0001973;1
6546;7018;C4551478;0
1076;1355;C1850598;1
7049;54894;C1708349;1
7500;8314;C0004352;0
8168;727897;C4721952;1
6267;6657;C1850598;0
4230;5621;C0019202;1
5953;64218;C0009402;0
8124;374654;C0431399;1
5579;7704;C0376358;1
8085;340061;C0279626;1
3694;4868;C3501848;1
975;1278;C0029456;1
5739;6125;C0079153;0
935;1591;C0265343;0
5805;6262;C0011860;0
591;1294;C0403825;0
7021;7516;C0730295;0
4597;5295;C0476089;0
3128;4091;C0010278;1
5114;7021;C0001973;1
5793;8647;C4551899;1
3953;5265;C0221757;1
6631;7051;C1862932;0
4232;5052;C1970431;0
5652;8204;C0476089;1
3786;5052;C0007131;1
7023;54806;C0004352;1
8187;9997;C0206698;0
3585;4763;C0026654;1
3051;3559;C4552072;0
5092;7015;C3554574;1
7439;64218;C0009405;1
2881;3756;C0029463;1
7261;7991;C0040028;0
3006;3912;C0009324;1
7299;57492;C0265338;1
5052;6935;C0036920;1
7125;7852;C0028326;0
3802;5063;C0796250;1
1753;22906;C2676678;0
5869;8915;C4015195;1
5279;7153;C0345904;1
1246;1938;C1333991;0
5914;9179;C2752008;1
2651;3033;C0011854;0
2843;3315;C0265338;0
6681;26154;C3536797;1
5026;55670;C0042487;0
3180;368;C4048809;0
916;158326;C0398788;0
3262;4312;C0007131;1
2755;3575;C0008312;1
1162;1482;C2931689;1
2170;26040;C1961102;0
3273;4313;C1336708;1
1204;1893;C4551952;0
4958;6790;C0027819;1
7745;84665;C4479186;1
6640;25939;C0026654;1
2623;3458;C1968689;1
2341;2706;C0750927;0
3561;4728;C2931891;1
971;1277;C0029459;1
3387;4534;C0410207;1
6538;7015;C0279702;0
3501;4683;C1961102;1
7109;783;C0751781;0
5605;59341;C1842036;0
4777;6583;C0010346;1
3963;472;C0340485;0
3400;4548;C1858991;1
1438;1798;C1708349;1
6701;26353;C1837552;1
7638;84876;C1858361;0
5349;57502;C2239176;0
5467;5826;C0006142;0
1339;1687;C1832932;1
2056;2521;C3887485;0
3815;5080;C0036341;1
5437;7374;C0005859;1
3219;3745;C1704417;0
5534;7508;C0007131;1
4556;5265;C0752125;0
2243;2773;C0078917;1
3407;3952;C1621958;0
4356;51259;C0004114;0
1070;1352;C1850597;1
7133;7867;C4012727;0
1104;1387;C0035934;1
2081;2561;C0001973;1
1683;2067;C2931822;1
5579;5925;C0087031;0
1096;1798;C0206698;0
7081;55084;C3150924;1
1652;2202;C0155016;0
1126;1420;C1858679;1
3477;4023;C1621958;0
2928;3458;C0752125;0
955;1201;C0268281;1
8004;9426;C0152013;0
4509;6100;C0035334;1
4487;6016;C0587248;1
6020;9711;C0752121;1
5609;7994;C0751291;1
6218;10320;C1961102;1
535;126;C0476089;0
389;11235;C0028754;0
6458;6892;C4551637;0
5210;7086;C0001973;1
3432;3972;C0036341;0
1175;1495;C1112155;1
4460;51741;C4317124;0
1888;2243;C0038454;1
603;675;C2751641;1
2573;29072;C1423873;0
6315;10683;C0432272;1
5101;55851;C0079295;0
6099;9939;C3554656;1
4747;5443;C0038454;0
5238;57003;C0036341;0
1416;2067;C4721541;0
1577;1959;C0553580;1
4093;5426;C0009402;1
6664;71;C3836857;0
3371;388939;C0028754;0
6898;7372;C0345904;0
7454;64324;C0004903;1
7061;760;C0001973;0
8126;9839;C0751291;0
551;1280;C0012236;0
4636;5327;C0235974;0
2856;335;C1140680;0
5048;6934;C0087031;1
3175;3670;C3279738;0
8125;374654;C1856016;1
7855;117144;C2751811;1
3264;4312;C0024117;1
5817;6295;C0346402;0
7694;8575;C0752123;0
973;1639;C0027708;0
7183;55764;C0221356;1
2510;3236;C0205713;1
4699;6495;C0152423;1
7376;815;C0005684;0
660;1356;C0346153;0
3753;4437;C0684249;0
7390;60481;C0752121;1
5029;6925;C4722327;1
817;999;C0009405;1
7200;79728;C3501844;0
6257;6655;C3536984;0
606;686;C0004352;1
5970;6427;C2239176;0
146;10280;C0006142;0
1435;1798;C0009402;1
539;652;C0008924;1
6937;7421;C0345904;0
4572;6262;C0345967;1
3444;4609;C1708349;1
4045;4796;C0795907;0
4502;6092;C0206698;1
1543;1954;C4551510;1
7265;7994;C0009324;0
1166;1848;C0035334;0
6769;7169;C0343073;0
972;1277;C1846545;1
4692;5378;C3279899;0
7755;84876;C0410203;1
7486;65125;C2752089;1
327;10939;C0001973;0
4405;5897;C2931884;1
5823;6297;C0036920;0
4737;6528;C0006142;1
277;338;C3888316;1
8104;9775;C0004352;0
5103;7018;C0276496;1
6422;11277;C3489725;1
6055;9786;C4225286;1
4991;6855;C1866282;1
625;1312;C0431399;0
309;356;C0020474;1
4065;4846;C1862939;0
896;1548;C0476089;0
6282;10559;C4317224;1
6272;6660;C0342573;0
3979;5293;C0334634;1
3074;3569;C4551952;0
5274;7148;C0036341;1
1309;2;C0024796;0
7581;79823;C1848030;1
6092;65217;C1708349;0
5692;6017;C3554349;0
142;207;C0009402;1
4586;6299;C0265246;1
4012;4758;C1704417;0
8022;201294;C0376358;1
372;472;C1449563;1
368;472;C0699791;1
179;10397;C1846707;0
4034;5328;C1708349;1
7696;83990;C3463824;1
3404;4552;C1866558;1
4726;54209;C4551702;0
7974;158326;C0010278;1
646;1352;C1800706;0
5360;57539;C1861829;0
1054;1305;C4225235;1
7274;79991;C1275081;0
1880;23345;C0162674;0
1313;1636;C0276496;1
2972;3481;C0015625;0
2922;3791;C3541456;1
2231;2645;C0268569;0
6156;10060;C0476089;1
740;1441;C1527404;0
6776;28982;C2239176;1
4988;55505;C0376358;0
124;1027;C0010346;0
3290;3798;C1720859;0
42;59;C4707243;1
2475;3161;C0006142;1
7493;8314;C1850598;0
4884;6678;C0023467;1
7378;59344;C0020758;1
4809;6598;C0265338;1
2248;2668;C0005684;0
3359;4524;C0004352;1
683;811;C0279626;1
1004;170691;C4721444;0
3893;5189;C0043459;1
4249;5071;C4707243;0
4322;51098;C0036341;0
2032;2353;C1862939;1
3804;4534;C0013366;0
7244;79813;C0152423;0
4442;5167;C0752120;0
853;1027;C0376358;1
4353;5826;C0009402;1
6303;6714;C0010346;0
1951;2263;C4551902;1
3999;4729;C3489396;0
1890;23394;C4551957;0
7037;7528;C2239176;0
4846;54768;C3463824;0
5974;9469;C0025237;1
652;1356;C4310637;0
356;111;C0752125;0
2625;3458;C3837958;1
4982;6834;C1850600;1
1953;2271;C0476089;1
4292;5728;C0684249;1
2153;2670;C0752347;1
6148;10021;C1142166;1
3525;4091;C0238198;0
3096;3586;C1136043;0
6765;7168;C3553418;0
2539;2895;C1706595;0
7307;80204;C1531647;0
4036;4780;C0036341;0
3554;4143;C1708349;0
3783;5034;C0376358;1
3544;4722;C2931891;1
6786;29760;C3150752;1
346;1107;C1140680;0
5126;7037;C0009402;1
7529;79633;C1708349;1
2998;348980;C0038644;0
6037;650;C0006413;0
3165;4153;C3280586;1
6500;6935;C0994516;0
4844;6647;C0154682;1
2260;2670;C4748876;0
4908;5498;C0028754;0
6303;10664;C0036341;1
6691;7124;C1865871;0
5993;6440;C0348626;0
4014;4758;C0011854;0
3773;5002;C0006142;1
2312;2879;C0006142;1
833;1497;C0393591;0
4923;55033;C0003873;0
7136;7874;C1856184;0
3010;351;C0035334;0
4398;5894;C1527404;1
5549;7516;C0265219;1
6777;29072;C0006142;1
2605;2934;C1838099;0
1740;2108;C1856405;1
5206;5657;C4721541;0
7292;80184;C0003873;0
2891;3417;C0221013;0
8185;100134444;C3714580;1
7;19;C0473527;1
6831;7273;C0410207;0
4412;5157;C0038454;0
5989;9531;C0001973;1
1603;217;C1140680;0
2760;3162;C0476089;0
5761;8516;C1140680;1
3761;4478;C0265219;0
6221;10329;C1836373;1
6421;11277;C3489724;1
551;659;C3887658;1
70;10128;C0028754;0
497;1201;C0279626;0
713;847;C0004352;1
4029;5328;C0007785;1
7647;8492;C0206686;0
6852;729;C0751781;0
3839;5116;C1847572;1
7092;778;C0023467;0
6578;7037;C2931891;0
7732;867;C0036341;0
8109;345611;C2677079;1
7031;54820;C3151461;1
2704;3082;C1839564;0
2404;2736;C1840253;0
2790;3617;C2745945;1
2153;25942;C0039685;0
5858;6324;C3693482;0
4877;54862;C0038454;0
1338;1687;C0003873;1
4713;6506;C0001973;1
3280;4318;C0005684;1
7135;55572;C1850597;1
5351;57514;C0024117;0
6711;26610;C0003076;1
3384;3912;C1708349;0
633;735;C2239176;1
3724;4893;C4552097;1
4218;5605;C0007131;1
631;732;C3151080;1
7105;783;C1527404;0
5798;8660;C1708349;1
8011;9451;C1275081;0
283;10715;C0087031;0
3940;4697;C4748777;0
1393;2057;C0376358;0
7027;54808;C3280660;1
6077;6514;C1802395;0
4316;5770;C0036341;1
1067;1316;C1708349;1
5042;5573;C0004114;0
2635;3479;C0011854;1
3223;4286;C2700405;1
5926;9215;C0410174;1
2630;29968;C0152423;0
5420;7351;C0036341;1
560;672;C0376358;1
6103;9966;C0009324;1
1971;23600;C0268237;0
1775;2296;C4041558;0
6260;6655;C1862939;0
2470;2798;C0009405;0
4803;6597;C1333991;1
2057;2530;C0004114;0
632;1316;C0023467;0
1183;1861;C0009402;0
8105;345193;C3495587;1
794;931;C0152013;1
1402;2064;C0339573;0
4987;6853;C0036341;1
1686;2255;C0019569;0
3583;4763;C0004352;1
4820;6608;C0238198;1
4677;5373;C0036341;0
4609;5309;C0009402;0
3016;3918;C0079683;1
5136;7039;C0007131;1
5949;64135;C1140680;0
3479;402381;C2239176;0
5100;7018;C0028754;1
1258;1950;C0345904;0
631;1316;C1968741;0
3758;4968;C0028754;1
6335;673;C0432272;0
6834;50940;C1864851;1
4730;6513;C3149117;1
6017;6495;C0751122;0
77;10155;C0006413;0
5348;7200;C0751362;1
2954;348;C0206368;0
