Nr;Entity A;Entity B;Label
12743;5530;C0152013;1
12744;1641;C1955870;1
12745;26137;C0152013;0
12746;1471;C0023467;1
12747;8913;C0752123;1
12748;23476;C0751291;1
12749;118;C2239176;1
12750;2189;C0265219;1
12751;1759;C1839071;0
12752;5573;C3179349;0
12753;2072;C0022650;0
12754;916;C0001815;0
12755;10019;C0001815;1
12756;10165;C1510586;0
12757;1475;C0018553;0
12758;6391;C1854336;1
12759;9757;C0345967;0
12760;2138;C1708349;0
12761;2068;C0342793;0
12762;1848;C1621958;1
12763;7518;C1333991;1
12764;6297;C0029459;0
12765;93986;C1969343;0
12766;5604;C0152013;1
12767;7015;C0009402;0
12768;81562;C0279702;1
12769;1297;C0025237;1
12770;118856;C3178806;1
12771;1028;C0476089;1
12772;4724;C0238198;0
12773;23600;C0009402;1
12774;2261;C0036631;1
12775;1557;C3494522;1
12776;113189;C0009081;1
12777;6336;C3645536;0
12778;59341;C0270912;1
12779;1815;C0001973;1
12780;4437;C3809299;0
12781;7015;C0752120;0
12782;4233;C0345904;0
12783;56978;C0751779;1
12784;8842;C0035334;1
12785;5243;C0036341;1
12786;54757;C0087031;1
12787;51501;C1708349;1
12788;8929;C0010346;1
12789;1806;C2239176;1
12790;2175;C0023467;1
12791;7020;C1839564;0
12792;783;C0752121;0
12793;580;C0009405;1
12794;79731;C0175704;0
12795;7048;C4551996;0
12796;7291;C1863389;1
12797;6529;C4721541;0
12798;1141;C0004352;1
12799;55699;C0023264;1
12800;335;C0152013;1
12801;7128;C0019829;1
12802;6556;C0011854;1
12803;596;C0276496;1
12804;999;C3808553;0
12805;5922;C1843181;1
12806;367;C0376358;0
12807;4340;C0001973;1
12808;50943;C0011854;1
12809;2588;C0086652;1
12810;1161;C2936779;0
12811;355;C0994516;0
12812;50484;C0162670;1
12813;220;C1708349;1
12814;1282;C1510586;0
12815;1026;C0019025;0
12816;94;C4707243;1
12817;5781;C1864827;0
12818;51741;C0087031;1
12819;6530;C0008924;0
12820;10329;C0024507;0
12821;1063;C4722327;0
12822;84433;C0393706;0
12823;843;C0002395;0
12824;7456;C3281001;1
12825;3516;C0003873;1
12826;5604;C0152018;0
12827;5728;C0005684;0
12828;6938;C0030044;1
12829;8289;C0006142;1
12830;4524;C0155016;0
12831;22808;C0175704;1
12832;6820;C0376358;1
12833;1947;C1720859;0
12834;6714;C0005684;1
12835;1786;C2931891;0
12836;10021;C0348626;1
12837;158326;C0543859;0
12838;57003;C4748898;1
12839;7399;C0339534;1
12840;60482;C1834703;1
12841;10265;C1876203;1
12842;4694;C1621958;0
12843;3106;C0026654;1
12844;4035;C0023487;0
12845;5970;C0009324;1
12846;51218;C0002395;0
12847;1798;C0029459;0
12848;401474;C1835614;0
12849;10008;C1142166;1
12850;351;C1845903;0
12851;54463;C2752089;1
12852;7124;C0024141;0
12853;7352;C0376358;1
12854;91942;C0023264;1
12855;1621;C2239176;1
12856;5243;C0006142;1
12857;2799;C0002895;0
12858;5236;C0019569;0
12859;100131801;C1850598;1
12860;54809;C0036920;0
12861;8085;C2239176;0
12862;2110;C1856403;1
12863;6340;C1449842;1
12864;3908;C1868120;0
12865;5892;C0206711;0
12866;1230;C2239176;1
12867;713;C0024141;1
12868;50615;C0022650;0
12869;4524;C0018818;0
12870;22854;C0036341;1
12871;6506;C0011860;1
12872;11322;C0009402;0
12873;9445;C0002736;0
12874;2200;C0023467;0
12875;5604;C1140680;1
12876;3553;C1621958;1
12877;55165;C0003873;0
12878;83932;C0033300;1
12879;217;C4225359;0
12880;861;C0393598;0
12881;6678;C1869114;0
12882;90678;C0015625;0
12883;2778;C0042487;0
12884;9681;C0028754;0
12885;2109;C1856405;1
12886;53834;C0235833;1
12887;1804;C1708349;0
12888;84879;C0268151;0
12889;238;C0001973;1
12890;10594;C1621958;0
12891;7827;C1567742;1
12892;55036;C1333991;0
12893;118856;C1845181;0
12894;8643;C0238198;1
12895;6513;C1621958;0
12896;55624;C0036341;0
12897;6229;C4310473;0
12898;1106;C0751779;1
12899;2688;C0001206;1
12900;26227;C0006142;1
12901;4609;C0025149;1
12902;60482;C0042487;0
12903;10653;C1853205;0
12904;1719;C0004352;1
12905;25886;C0011854;0
12906;150094;C2239176;0
12907;5373;C0004352;0
12908;10021;C4551804;1
12909;5251;C3536984;1
12910;3586;C0011854;1
12911;6092;C1834558;0
12912;79648;C0035334;0
12913;10128;C0023264;1
12914;1495;C3179349;1
12915;255928;C0752122;1
12916;857;C0036341;1
12917;1053;C0345904;0
12918;1742;C0036341;1
12919;3845;C0027819;1
12920;1244;C0008312;1
12921;10265;C4551804;0
12922;5290;C0334082;1
12923;2187;C1845292;1
12924;6647;C0342482;0
12925;9839;C0334634;0
12926;811;C1845235;0
12927;3952;C0004352;1
12928;57338;C0009402;1
12929;5896;C0376358;1
12930;5580;C1868675;1
12931;4607;C0700053;1
12932;51083;C0019829;1
12933;208;C0007131;1
12934;1141;C0376358;0
12935;57697;C0023467;1
12936;210;C1868675;0
12937;846;C0752123;0
12938;3481;C0006142;0
12939;6898;C0268490;1
12940;2033;C0476089;1
12941;4842;C0036341;1
12942;11141;C0004352;1
12943;7518;C0020179;0
12944;2006;C0007131;0
12945;7428;C0027708;1
12946;8431;C2239176;1
12947;3077;C2936913;1
12948;4485;C0010346;1
12949;7341;C0752122;0
12950;3875;C0035334;0
12951;10381;C0279702;0
12952;161742;C0027831;1
12953;3047;C0376358;1
12954;2187;C0023467;1
12955;4524;C0036920;0
12956;4353;C0276496;1
12957;2155;C0042487;1
12958;3853;C1706595;1
12959;5243;C2239176;1
12960;5732;C1859648;1
12961;973;C3150751;1
12962;3077;C3281201;0
12963;240;C0279702;1
12964;3295;C0037769;1
12965;5357;C0276496;0
12966;5277;C4551720;0
12967;1545;C1855116;0
12968;9993;C0036341;1
12969;1855;C4225363;1
12970;5781;C0004114;1
12971;51741;C0752122;1
12972;147912;C1866558;0
12973;857;C2675861;1
12974;11113;C3809431;1
12975;2668;C1862941;0
12976;55129;C0752123;1
12977;5336;C4693405;0
12978;8928;C0009402;0
12979;4481;C2239176;0
12980;25942;C1708349;0
12981;2673;C1837091;1
12982;4728;C0345050;0
12983;4286;C0022283;1
12984;58508;C0005684;1
12985;3161;C0003873;0
12986;23474;C2931891;1
12987;5500;C0029458;0
12988;283652;C2676042;1
12989;6310;C1333991;0
12990;111;C0796126;0
12991;7453;C0238463;1
12992;9885;C4084712;1
12993;23322;C4551720;1
12994;57538;C0220697;0
12995;2263;C0279626;0
12996;55572;C0023264;1
12997;4842;C0476089;0
12998;5354;C0334634;0
12999;25973;C0009402;0
13000;34;C0030421;0
13001;5727;C3151617;1
13002;54805;C0036341;1
13003;5376;C0022336;0
13004;255928;C0752121;1
13005;5723;C4551478;1
13006;6609;C0268248;1
13007;5718;C0004352;0
13008;3119;C4552100;0
13009;9526;C0279702;0
13010;6229;C2931850;1
13011;1636;C0334634;0
13012;93426;C0009324;0
13013;26005;C0699791;0
13014;55651;C4012268;0
13015;5019;C0006142;0
13016;5885;C0026764;0
13017;23288;C0007131;0
13018;5194;C2239176;0
13019;5922;C0587248;1
13020;4625;C3645536;1
13021;6714;C0085548;1
13022;3479;C2752041;0
13023;10194;C0008312;0
13024;7274;C3489396;0
13025;5830;C3550693;1
13026;51119;C0027819;0
13027;55704;C1850055;1
13028;59341;C0007785;0
13029;1786;C2750471;0
13030;4353;C0376358;1
13031;5130;C0080178;1
13032;4595;C0020474;0
13033;3815;C0149925;1
13034;875;C0024305;1
13035;2799;C3279843;0
13036;2059;C0007131;0
13037;2892;C1862941;1
13038;3265;C0279702;0
13039;344018;C2676742;1
13040;6997;C3178806;1
13041;3952;C0376358;1
13042;4088;C1836635;1
13043;201163;C0009402;1
13044;3569;C3837958;1
13045;2099;C0149931;1
13046;675;C2675520;1
13047;3483;C1853118;0
13048;2182;C4551952;0
13049;3651;C1833382;1
13050;22808;C0428791;0
13051;7018;C1721007;0
13052;6336;C3276706;1
13053;7019;C1527404;0
13054;673;C0007131;1
13055;4625;C0221054;1
13056;3458;C0002395;0
13057;9210;C0085215;1
13058;773;C3714941;0
13059;4233;C0152013;0
13060;3356;C0028754;1
13061;5160;C4551899;0
13062;6598;C0036391;0
13063;8318;C2239176;1
13064;25942;C4310804;1
13065;196;C0004943;1
13066;3853;C0036341;0
13067;8214;C1708349;0
13068;7248;C0036341;0
13069;163183;C3147083;1
13070;59;C3542922;0
13071;7015;C0265965;1
13072;6608;C1866558;0
13073;8289;C3494522;0
13074;5624;C1861172;1
13075;2592;C0009402;0
13076;114548;C0149925;0
13077;8878;C4310693;1
13078;1621;C0376358;0
13079;2811;C2239176;0
13080;1075;C0346402;0
13081;1123;C1961102;0
13082;596;C0024306;1
13083;2064;C1708349;1
13084;23395;C0011860;0
13085;1956;C0001973;1
13086;894;C0345967;0
13087;56603;C0020480;0
13088;3586;C2936913;0
13089;90411;C4551981;1
13090;6121;C0035334;1
13091;9319;C2239176;1
13092;5092;C0152013;1
13093;2562;C0345905;0
13094;103;C0342482;0
13095;3199;C0268374;0
13096;36;C0751362;0
13097;1577;C0085580;1
13098;1146;C0023467;0
13099;55129;C0752122;1
13100;2896;C0338451;1
13101;1137;C0004352;1
13102;8216;C0339573;0
13103;10273;C0752120;1
13104;3162;C0024141;0
13105;2778;C0028754;1
13106;4089;C1862264;0
13107;1815;C0036341;1
13108;4867;C4551559;1
13109;590;C0152426;0
13110;1027;C1848213;0
13111;25;C0345904;1
13112;84892;C0009324;0
13113;2902;C0001973;1
13114;3043;C0002312;1
13115;1303;C2750850;0
13116;10594;C0038454;1
13117;1285;C1567742;1
13118;25942;C0036069;0
13119;2296;C0339573;1
13120;3557;C0235974;0
13121;1545;C0009402;1
13122;81622;C0004779;0
13123;8220;C4721532;0
13124;51715;C0276496;0
13125;60;C0009363;1
13126;1804;C0008924;0
13127;55717;C0036341;1
13128;675;C0004352;0
13129;6155;C4479424;1
13130;5290;C0700053;0
13131;34;C0028754;1
13132;213;C0038454;1
13133;240;C1843140;0
13134;1649;C1708349;0
13135;7157;C3553606;1
13136;6595;C0265338;1
13137;7381;C2700553;0
13138;3952;C0546264;0
13139;8929;C1849385;0
13140;341640;C1855425;1
13141;51715;C3179349;1
13142;54903;C0028754;1
13143;1719;C0023473;0
13144;4609;C0009402;1
13145;1605;C0152013;0
13146;7124;C0079218;1
13147;4359;C0270911;1
13148;2737;C0220697;1
13149;58508;C0279626;1
13150;5824;C3554002;1
13151;841;C0014522;0
13152;4790;C3501848;0
13153;1026;C1850671;0
13154;79848;C0376358;0
13155;30061;C0345904;1
13156;4026;C0087031;1
13157;2672;C0023487;0
13158;10413;C0027819;1
13159;91147;C0028754;0
13160;650;C0265535;1
13161;7056;C0009363;0
13162;2188;C0268248;0
13163;5594;C0009324;0
13164;368;C0009402;1
13165;8573;C0796250;1
13166;55967;C0268374;0
13167;23111;C0279628;1
13168;894;C1876165;0
13169;5160;C0152423;0
13170;8013;C0039445;0
13171;6926;C0276496;0
13172;79143;C4310673;1
13173;3990;C0752121;0
13174;9711;C0040028;0
13175;147912;C0751161;0
13176;5274;C0036341;1
13177;146059;C0271934;1
13178;51741;C3463824;0
13179;57231;C0024117;0
13180;2779;C0010417;0
13181;375298;C0035334;1
13182;999;C0026654;0
13183;551;C0175695;0
13184;6399;C0013366;1
13185;5538;C2931673;1
13186;8572;C0020074;0
13187;23152;C0752120;1
13188;8443;C0036391;0
13189;6323;C3463992;1
13190;3796;C1961102;0
13191;727897;C1853099;0
13192;2898;C0007131;1
13193;3458;C1860707;1
13194;51473;C3809434;0
13195;3242;C0019202;0
13196;7476;C0029459;0
13197;4313;C1721007;0
13198;5915;C0036920;0
13199;8312;C0476089;1
13200;4297;C0406587;1
13201;7337;C0011854;0
13202;3953;C0009324;0
13203;54970;C1140680;0
13204;79813;C0025149;1
13205;2969;C0175702;1
13206;2911;C0752125;1
13207;10681;C3495427;0
13208;6785;C1842836;0
13209;8028;C0279702;1
13210;168667;C2239176;1
13211;23479;C0001973;0
13212;196;C0028754;1
13213;916;C0751396;0
13214;118429;C0029459;1
13215;627;C0028768;0
13216;6231;C1260899;1
13217;6103;C1844776;1
13218;5058;C0006142;1
13219;8481;C2239176;0
13220;57192;C0033788;1
13221;580;C0346153;1
13222;8314;C0206698;1
13223;50939;C1858080;0
13224;5468;C0345904;1
13225;2200;C0162872;1
13226;477;C0023467;0
13227;55651;C0265965;1
13228;30061;C0221406;0
13229;23043;C4479603;0
13230;10891;C0206743;0
13231;23171;C0025237;0
13232;5664;C0002395;1
13233;182;C0006142;1
13234;857;C0152423;0
13235;3161;C2239176;1
13236;9636;C1848172;0
13237;3480;C4015050;0
13238;7015;C0007131;1
13239;4854;C1510586;0
13240;4625;C0036341;0
13241;80184;C2673874;1
13242;56729;C0011860;1
13243;845;C4225309;0
13244;1758;C4551495;1
13245;26227;C0007131;1
13246;140628;C4707243;1
13247;27030;C0023264;0
13248;7474;C4721952;1
13249;2066;C0006142;1
13250;148789;C4284790;1
13251;5162;C0034345;1
13252;22909;C2936783;1
13253;146057;C0752121;1
13254;242;C0037769;0
13255;5096;C0027708;0
13256;1605;C0376358;1
13257;3077;C1720958;0
13258;3710;C0796117;0
13259;7124;C1862939;1
13260;7018;C0032914;0
13261;23345;C1846175;0
13262;5158;C0030044;0
13263;2903;C0001973;1
13264;9464;C0039685;1
13265;2707;C1851480;1
13266;4524;C3489725;0
13267;8148;C0345904;0
13268;4143;C0011860;1
13269;26154;C3543867;1
13270;2056;C4551902;0
13271;7428;C3714506;0
13272;7132;C0241908;0
13273;115948;C4015016;1
13274;5130;C0221757;0
13275;6528;C0543859;0
13276;1475;C4551851;0
13277;121340;C0009447;0
13278;146057;C0752125;1
13279;79791;C1449842;0
13280;2706;C1844678;1
13281;217;C0268393;0
13282;5271;C4310710;1
13283;3198;C0004352;1
13284;54809;C0376358;1
13285;59341;C0205713;1
13286;9681;C2239176;1
13287;2033;C1858516;0
13288;240;C4722330;0
13289;2056;C1708349;0
13290;672;C0036920;0
13291;3162;C0024305;0
13292;145173;C0009402;0
13293;345;C1704417;1
13294;7545;C4551902;1
13295;6647;C0271979;0
13296;23193;C0887850;1
13297;79791;C4014864;1
13298;6595;C3551954;0
13299;9254;C0393584;1
13300;2561;C0006142;0
13301;95681;C3280897;1
13302;10939;C0752123;1
13303;7099;C0038325;0
13304;3236;C0007959;1
13305;55505;C1846142;1
13306;29968;C0007131;1
13307;2109;C0026654;0
13308;3569;C0279702;1
13309;127534;C0003873;0
13310;4072;C0027819;0
13311;847;C0011860;1
13312;2274;C0023467;1
13313;5573;C2931787;1
13314;154;C0004352;1
13315;80326;C0345967;0
13316;3123;C0004352;1
13317;23509;C0012236;0
13318;6638;C0152013;0
13319;6134;C0036341;0
13320;51098;C3179349;1
13321;653361;C0024141;1
13322;1027;C2239176;1
13323;5498;C0752124;0
13324;675;C2675522;1
13325;3350;C0023473;0
13326;23064;C0007959;1
13327;7280;C4552070;0
13328;2176;C0015625;1
13329;3815;C0345967;1
13330;55129;C0270724;0
13331;2182;C0152013;1
13332;1281;C1842937;0
13333;81839;C3837958;0
13334;6092;C1836373;0
13335;2717;C0948008;1
13336;8220;C0345967;0
13337;7518;C2936783;1
13338;7170;C0012236;0
13339;1636;C0002395;1
13340;23171;C2239176;0
13341;1908;C0026010;0
13342;25974;C1449563;1
13343;29980;C1708349;0
13344;26047;C0238198;0
13345;7474;C0752123;0
13346;5921;C0265219;0
13347;154;C1708349;1
13348;7037;C0019569;0
13349;6638;C0022340;0
13350;4695;C0087031;0
13351;2188;C0376358;0
13352;998;C0043346;0
13353;1299;C2020284;1
13354;27031;C0085548;1
13355;51083;C0001973;1
13356;11322;C4722564;1
13357;2263;C1860042;1
13358;1557;C0948008;0
13359;6772;C2239176;1
13360;701;C2239176;1
13361;6597;C0546264;0
13362;477;C1708349;0
13363;3848;C2931123;1
13364;9094;C0035334;1
13365;10491;C0023931;1
13366;3710;C1268935;0
13367;22808;C0752124;0
13368;79731;C1850600;1
13369;10293;C3808988;1
13370;2492;C0004352;0
13371;28962;C1968603;1
13372;2554;C0001973;1
13373;716;C0009402;0
13374;3691;C0079295;1
13375;8085;C3150968;0
13376;2048;C1863600;1
13377;9775;C0007131;0
13378;6886;C0003873;0
13379;5080;C1336708;0
13380;55800;C1142166;1
13381;348;C4693824;0
13382;4724;C1850597;1
13383;158326;C1609433;1
13384;9126;C1802395;1
13385;2260;C0006142;1
13386;4487;C1708349;1
13387;6529;C0002736;1
13388;84529;C1306589;1
13389;4952;C2713392;1
13390;5376;C0699791;0
13391;8313;C2239176;1
13392;7531;C0036341;1
13393;9126;C1846707;0
13394;9759;C3203102;1
13395;1287;C0241908;1
13396;5781;C0019202;0
13397;6448;C0079301;0
13398;6261;C2674259;1
13399;2876;C1850600;0
13400;3667;C1708349;0
13401;55572;C1850598;1
13402;4780;C1168401;1
13403;23474;C0007131;0
13404;760;C0010278;0
13405;9657;C1836517;1
13406;6927;C0011860;1
13407;26277;C2239176;0
13408;7248;C0041341;1
13409;3236;C0349639;0
13410;5321;C0543859;1
13411;5728;C0036920;1
13412;2006;C0026654;1
13413;55967;C4748799;1
13414;540;C1961102;0
13415;3798;C4310658;1
13416;55572;C0023467;0
13417;54894;C4722327;1
13418;1436;C4721541;0
13419;7372;C0002875;1
13420;2146;C0007131;0
13421;79722;C0003873;1
13422;916;C0003873;1
13423;5518;C1708349;1
13424;26585;C1419614;0
13425;2673;C0019202;0
13426;440193;C0752122;1
13427;2243;C0001973;0
13428;57609;C1969893;1
13429;7476;C1862939;1
13430;152816;C3553830;1
13431;1759;C0376358;0
13432;4594;C1140680;0
13433;3569;C0265965;0
13434;1508;C1970506;0
13435;585;C0751036;0
13436;10371;C0036341;1
13437;6160;C0028754;0
13438;525;C1876185;0
13439;51227;C0025149;0
13440;4653;C0339573;1
13441;5925;C0221054;0
13442;8893;C0152013;1
13443;54894;C4310714;1
13444;54209;C0376358;0
13445;582;C0035334;1
13446;7124;C0019202;1
13447;7015;C3463824;0
13448;374654;C4551772;0
13449;2108;C1621958;0
13450;11315;C0035334;0
13451;2316;C0432272;1
13452;240;C2931875;0
13453;10644;C0036341;1
13454;4695;C4748770;1
13455;1501;C1621958;1
13456;1829;C4041558;0
13457;7128;C0796279;0
13458;25942;C1531647;1
13459;3553;C0001973;1
13460;7157;C0028754;0
13461;440435;C1510586;0
13462;339829;C0279702;0
13463;54880;C0029463;1
13464;146057;C0752124;1
13465;54463;C1510586;0
13466;2911;C2936739;0
13467;84295;C0024796;0
13468;79796;C4551631;1
13469;55129;C0752124;1
13470;60528;C1838979;1
13471;6261;C4551952;1
13472;27019;C3489725;0
13473;53;C0268410;1
13474;3162;C0345905;0
13475;7372;C0002895;1
13476;412;C1862939;0
13477;4358;C1850407;1
13478;604;C0024306;1
13479;8314;C0085131;0
13480;1298;C3280342;1
13481;148789;C1868675;0
13482;343641;C0752122;1
13483;9129;C0752124;0
13484;55906;C1839735;1
13485;57817;C0271979;1
13486;4853;C3550234;0
13487;128637;C3810265;1
13488;84634;C1708349;1
13489;93233;C3540844;1
13490;55159;C1336708;1
13491;9723;C0152013;0
13492;5328;C2931011;0
13493;3480;C0002395;1
13494;55112;C0028754;0
13495;641;C0265219;1
13496;4524;C0079770;1
13497;5317;C0029456;0
13498;1758;C1856738;1
13499;6622;C0268250;1
13500;2629;C0087031;0
13501;6605;C3281201;1
13502;6584;C0010346;1
13503;4072;C4748014;0
13504;10771;C0010417;0
13505;9759;C3714844;1
13506;79728;C0003873;0
13507;7337;C0268251;0
13508;579;C4551623;0
13509;1789;C1708349;1
13510;1641;C0376358;0
13511;2290;C0796147;1
13512;83538;C4310721;1
13513;5156;C0080178;1
13514;274;C0152423;0
13515;5573;C0006142;0
13516;2178;C1848030;0
13517;146057;C0036341;0
13518;10395;C1708349;1
13519;7280;C0023467;1
13520;56910;C1842852;1
13521;7169;C0206698;0
13522;26585;C0009402;1
13523;1180;C3203102;0
13524;7157;C2239176;1
13525;2778;C1504412;1
13526;217;C0009402;1
13527;3236;C0004352;0
13528;9711;C0752125;1
13529;7403;C0265534;0
13530;1487;C1861172;0
13531;5054;C0028754;1
13532;1116;C1621958;1
13533;65018;C0023264;0
13534;55270;C0023467;0
13535;6595;C3281201;1
13536;2188;C3463824;1
13537;90678;C0152426;0
13538;4193;C0265234;0
13539;3479;C0010346;1
13540;6926;C0005396;0
13541;81620;C0376358;0
13542;9096;C0279626;0
13543;6314;C0752124;1
13544;9698;C0010417;1
13545;23327;C1868675;0
13546;462;C1861172;1
13547;580;C1837029;0
13548;54796;C0001973;0
13549;9409;C0002395;0
13550;6712;C0752122;1
13551;2146;C0036341;0
13552;3914;C1708349;0
13553;58508;C0345905;1
13554;4645;C0410174;0
13555;8085;C4551482;0
13556;1312;C0036069;0
13557;2187;C2713537;0
13558;6567;C0035334;0
13559;4750;C0543859;1
13560;9627;C1708349;0
13561;745;C0345967;0
13562;580;C2750082;0
13563;2175;C0015625;1
13564;4714;C2239176;0
13565;6820;C0009402;1
13566;10939;C0006142;0
13567;1806;C0011860;0
13568;5604;C1333991;0
13569;1281;C2697932;1
13570;1636;C0029459;0
13571;26227;C0041409;0
13572;79722;C0268342;0
13573;7037;C2700553;1
13574;64132;C1867450;1
13575;1636;C0268251;1
13576;2056;C2239176;0
13577;27034;C1708349;1
13578;1822;C3280586;0
13579;2876;C3280660;0
13580;5913;C1837091;1
13581;5950;C1860789;0
13582;9790;C0162361;1
13583;6229;C1260899;1
13584;657;C3203102;0
13585;1794;C4722327;1
13586;217;C0020523;0
13587;4318;C0009324;1
13588;8504;C0043459;1
13589;9533;C0152423;1
13590;488;C0024117;0
13591;65125;C2713442;0
13592;57410;C0152426;0
13593;2201;C0009402;1
13594;3981;C0279628;0
13595;23418;C0032580;0
13596;10058;C0009402;1
13597;139212;C0265343;0
13598;57167;C0265264;1
13599;2153;C0025149;0
13600;8313;C0085548;0
13601;2263;C1863389;1
13602;7403;C0033300;0
13603;54567;C0006142;1
13604;7124;C0546264;0
13605;3123;C0376358;0
13606;4694;C1850597;1
13607;10019;C0751291;0
13608;675;C3151461;0
13609;7401;C0035334;1
13610;783;C0751291;0
13611;65055;C0023264;0
13612;1277;C0036341;0
13613;2317;C1848934;1
13614;10841;C0006413;1
13615;3553;C1275081;0
13616;501;C1563719;0
13617;875;C0036341;1
13618;6949;C0152423;1
13619;4318;C1621958;1
13620;5309;C1708349;0
13621;3764;C1858028;0
13622;9731;C3553264;1
13623;10021;C0087031;0
13624;1588;C4551479;0
13625;2294;C0235833;1
13626;735;C0345967;1
13627;2516;C1504412;0
13628;5728;C0025286;1
13629;5921;C1839071;0
13630;7204;C0023467;1
13631;1027;C0152423;0
13632;5139;C0001973;0
13633;5073;C0348626;0
13634;7421;C0006142;1
13635;9915;C4014708;1
13636;5921;C0376358;0
13637;2056;C0010674;0
13638;3257;C2931875;1
13639;491;C1832394;1
13640;79068;C2675914;1
13641;58508;C0152013;0
13642;6016;C0175704;1
13643;3848;C0006142;0
13644;8915;C4721444;0
13645;8820;C0276496;0
13646;811;C0009402;1
13647;2108;C0007131;0
13648;10681;C0009402;1
13649;6311;C0752125;1
13650;1548;C0279626;1
13651;10046;C0036341;0
13652;7403;C0206698;0
13653;3159;C0036341;1
13654;6201;C0030044;0
13655;51314;C1510586;0
13656;4704;C1861821;0
13657;7280;C3501846;0
13658;6556;C0023473;0
13659;10021;C4310619;0
13660;6870;C0272170;0
13661;1308;C1961102;0
13662;64682;C0020651;0
13663;5265;C0009402;0
13664;3791;C0006142;1
13665;23363;C1708349;0
13666;24;C1866422;1
13667;54676;C4693848;1
13668;2653;C0751748;1
13669;7015;C0752125;0
13670;1303;C3280240;1
13671;3791;C0007131;1
13672;367;C2678098;1
13673;8314;C0023467;0
13674;3953;C0015625;0
13675;861;C1834558;0
13676;6160;C0031900;0
13677;3845;C2239176;1
13678;4683;C4748014;0
13679;26154;C0020758;1
13680;2625;C0003873;1
13681;875;C0238198;0
13682;5373;C1328840;0
13683;2879;C4284790;0
13684;4437;C0376358;1
13685;4193;C0007131;1
13686;25939;C0036341;0
13687;3764;C2748542;1
13688;4744;C4310790;1
13689;594;C2239176;0
13690;2157;C0587248;0
13691;3490;C0024145;0
13692;93986;C1837873;0
13693;8912;C0019025;1
13694;54538;C0162872;1
13695;9928;C2239176;1
13696;2782;C1961102;1
13697;3476;C2239176;1
13698;7170;C0751884;0
13699;5566;C0279702;0
13700;6935;C1140680;1
13701;23193;C0036069;0
13702;10046;C2677879;1
13703;1756;C3179349;1
13704;1385;C0028754;0
13705;7048;C0149931;1
13706;203286;C2751306;1
13707;10806;C0002736;0
13708;9896;C2931833;0
13709;123016;C0008924;0
13710;11093;C2239176;1
13711;353;C0279702;1
13712;4625;C1449563;1
13713;4015;C3463824;0
13714;29089;C2239176;1
13715;4519;C0162671;1
13716;5889;C0023467;1
13717;2512;C0028754;1
13718;58484;C4551895;1
13719;3105;C0004352;1
13720;6310;C0752125;1
13721;5290;C0004352;0
13722;291;C2676780;1
13723;4015;C3501843;0
13724;1493;C1858991;0
13725;145258;C0152423;1
13726;3418;C0345905;1
13727;60681;C3151218;1
13728;650;C0002395;0
13729;1786;C1864040;0
13730;6904;C0037769;1
13731;4853;C1836517;0
13732;2328;C0032580;1
13733;54332;C0342853;0
13734;217;C0752125;0
13735;9839;C3501843;1
13736;10586;C0003873;1
13737;1297;C0015625;0
13738;9380;C0376358;1
13739;23400;C1268935;0
13740;23509;C4552070;0
13741;4615;C0024301;1
13742;2248;C0376358;0
13743;6138;C2675066;0
13744;7015;C0023467;1
13745;7124;C0334634;0
13746;9082;C0024301;0
13747;10715;C0751779;1
13748;2672;C0752120;1
13749;23767;C0007131;0
13750;7062;C0432347;1
13751;7015;C0027819;1
13752;126328;C4748777;1
13753;7490;C2751089;0
13754;5795;C1333990;1
13755;7124;C2239176;1
13756;4629;C4707243;1
13757;1906;C0011860;1
13758;4598;C2239176;1
13759;63976;C0149931;1
13760;7170;C1834558;1
13761;7048;C4721845;1
13762;2074;C0036341;0
13763;4842;C0010278;0
13764;546;C4551602;0
13765;291;C0162670;1
13766;4318;C3810278;0
13767;55690;C0028754;1
13768;7291;C3888098;0
13769;1814;C1846896;0
13770;1387;C0279626;1
13771;2067;C0684249;1
13772;51371;C0206368;1
13773;6135;C1260899;1
13774;2071;C1853205;0
13775;6299;C0152423;1
13776;4609;C0752122;0
13777;4893;C0149925;0
13778;2642;C1857451;1
13779;2108;C1856403;1
13780;3670;C0005684;1
13781;2052;C0345967;1
13782;85365;C0751884;1
13783;1109;C0001973;1
13784;7018;C4551478;0
13785;1355;C1850598;1
13786;54894;C1708349;1
13787;8314;C0004352;0
13788;727897;C4721952;1
13789;6657;C1850598;0
13790;5621;C0019202;1
13791;64218;C0009402;0
13792;374654;C0431399;1
13793;7704;C0376358;1
13794;340061;C0279626;1
13795;4868;C3501848;1
13796;1278;C0029456;1
13797;6125;C0079153;0
13798;1591;C0265343;0
13799;6262;C0011860;0
13800;1294;C0403825;0
13801;7516;C0730295;0
13802;5295;C0476089;0
13803;4091;C0010278;1
13804;7021;C0001973;1
13805;8647;C4551899;1
13806;5265;C0221757;1
13807;7051;C1862932;0
13808;5052;C1970431;0
13809;8204;C0476089;1
13810;5052;C0007131;1
13811;54806;C0004352;1
13812;9997;C0206698;0
13813;4763;C0026654;1
13814;3559;C4552072;0
13815;7015;C3554574;1
13816;64218;C0009405;1
13817;3756;C0029463;1
13818;7991;C0040028;0
13819;3912;C0009324;1
13820;57492;C0265338;1
13821;6935;C0036920;1
13822;7852;C0028326;0
13823;5063;C0796250;1
13824;22906;C2676678;0
13825;8915;C4015195;1
13826;7153;C0345904;1
